,artist,track,date,chart,spotify_query
649,Drake,Started From The Bottom,2013-08-01,rap-song,Drake+Started+From+The+Bottom
650,PSY,Gentleman,2013-08-01,rap-song,PSY+Gentleman
651,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",Bubble Butt,2013-08-01,rap-song,Major+Lazer+Bubble+Butt
652,Lil Wayne Featuring Drake & Future,Love Me,2013-08-01,rap-song,Lil+Wayne+Love+Me
653,Kanye West,New Slaves,2013-07-01,rap-song,Kanye+West+New+Slaves
654,Kanye West,Black Skinhead,2013-07-01,rap-song,Kanye+West+Black+Skinhead
655,Nicki Minaj Featuring Lil Wayne,High School,2013-07-01,rap-song,Nicki+Minaj+High+School
656,Kanye West,Blood On The Leaves,2013-07-01,rap-song,Kanye+West+Blood+On+The+Leaves
657,B.o.B Featuring T.I. & Juicy J,We Still In This B****,2013-07-01,rap-song,B.o.B+We+Still+In+This+B****
658,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,2013-07-01,rap-song,A$AP+Rocky+F**kin+Problems
659,2 Chainz & Wiz Khalifa,We Own It (Fast & Furious),2013-07-01,rap-song,2+Chainz+We+Own+It
660,Ace Hood Featuring Future & Rick Ross,Bugatti,2013-06-01,rap-song,Ace+Hood+Bugatti
661,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",Molly,2013-06-01,rap-song,Tyga+Molly
662,Drop City Yacht Club Featuring Jeremih,Crickets,2013-06-01,rap-song,Drop+City+Yacht+Club+Crickets
663,Young Jeezy Featuring 2 Chainz,R.I.P.,2013-06-01,rap-song,Young+Jeezy+R.I.P.
664,Fabolous Featuring Chris Brown,Ready,2013-06-01,rap-song,Fabolous+Ready
665,Future Featuring Lil Wayne,Karate Chop (Remix),2013-06-01,rap-song,Future+Karate+Chop
666,Kendrick Lamar Featuring Drake,Poetic Justice,2013-06-01,rap-song,Kendrick+Lamar+Poetic+Justice
667,A$AP Rocky Featuring Skrillex,Wild For The Night,2013-06-01,rap-song,A$AP+Rocky+Wild+For+The+Night
668,Lupe Fiasco & Guy Sebastian,Battle Scars,2013-05-01,rap-song,Lupe+Fiasco+Battle+Scars
669,Kendrick Lamar,Swimming Pools (Drank),2013-05-01,rap-song,Kendrick+Lamar+Swimming+Pools
670,Juicy J Featuring Big Sean & Young Jeezy,Show Out,2013-05-01,rap-song,Juicy+J+Show+Out
671,French Montana Featuring Nicki Minaj,Freaks,2013-05-01,rap-song,French+Montana+Freaks
672,PSY,Gangnam Style,2013-04-01,rap-song,PSY+Gangnam+Style
673,Trinidad James,All Gold Everything,2013-04-01,rap-song,Trinidad+James+All+Gold+Everything
674,2 Chainz,I'm Different,2013-04-01,rap-song,2+Chainz+I'm+Different
675,Future,Neva End,2013-04-01,rap-song,Future+Neva+End
676,Flo Rida,I Cry,2013-03-01,rap-song,Flo+Rida+I+Cry
677,Lil Wayne Featuring Detail,No Worries,2013-03-01,rap-song,Lil+Wayne+No+Worries
678,Pitbull Featuring TJR,Don't Stop The Party,2013-03-01,rap-song,Pitbull+Don't+Stop+The+Party
679,Tyga Featuring Rick Ross,Dope,2013-03-01,rap-song,Tyga+Dope
680,Joe Budden Featuring Lil Wayne & Tank,She Don't Put It Down,2013-03-01,rap-song,Joe+Budden+She+Don't+Put+It+Down
681,Big Sean,Guap,2013-03-01,rap-song,Big+Sean+Guap
682,Chief Keef,Love Sosa,2013-03-01,rap-song,Chief+Keef+Love+Sosa
683,T.I. Featuring Lil Wayne,Ball,2013-03-01,rap-song,T.I.+Ball
684,Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,2013-03-01,rap-song,Juicy+J+Bandz+A+Make+Her+Dance
685,"Kanye West, Jay-Z, Big Sean",Clique,2013-03-01,rap-song,"Kanye+West,+Jay-Z,+Big+Sean+Clique"
686,"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,2013-02-01,rap-song,French+Montana+Pop+That
687,A$AP Rocky,Long Live A$AP,2013-02-01,rap-song,A$AP+Rocky+Long+Live+A$AP
688,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,2013-02-01,rap-song,Game+Celebration
689,"A$AP Rocky F/Kendrick Lamar, Joey Bada$$, YelaWolf, Danny Brown, Action Bronson & Big K.R.",1Train,2013-02-01,rap-song,"A$AP+Rocky+Kendrick+Lamar,+Joey+Bada$$,+YelaWolf,+Danny+Brown,+Action+Bronson+1Train"
690,Wiz Khalifa Featuring The Weeknd,Remember You,2013-02-01,rap-song,Wiz+Khalifa+Remember+You
691,2 Chainz Featuring Kanye West,Birthday Song,2013-01-01,rap-song,2+Chainz+Birthday+Song
692,Meek Mill Featuring Kirko Bangz,Young & Gettin' It,2013-01-01,rap-song,Meek+Mill+Young+&+Gettin'+It
693,Kid Cudi,King Wizard,2013-01-01,rap-song,Kid+Cudi+King+Wizard
694,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,2013-01-01,rap-song,"Kanye+West,+Big+Sean,+Pusha+T,+2+Chainz+Mercy"
695,2 Chainz Featuring Drake,No Lie,2013-01-01,rap-song,2+Chainz+No+Lie
696,Rick Ross Featuring Wale & Drake,Diced Pineapples,2013-01-01,rap-song,Rick+Ross+Diced+Pineapples
697,Flo Rida,Whistle,2012-12-01,rap-song,Flo+Rida+Whistle
698,Future,Turn On The Lights,2012-12-01,rap-song,Future+Turn+On+The+Lights
699,Ludacris Featuring Kelly Rowland,Representin',2012-12-01,rap-song,Ludacris+Representin'
700,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",My Moment,2012-12-01,rap-song,DJ+Drama+My+Moment
701,Wiz Khalifa,"Work Hard, Play Hard",2012-11-01,rap-song,"Wiz+Khalifa+Work+Hard,+Play+Hard"
702,Tyga Featuring 2 Chainz,Do My Dance,2012-11-01,rap-song,Tyga+Do+My+Dance
703,Ca$h Out,Cashin' Out,2012-11-01,rap-song,Ca$h+Out+Cashin'+Out
704,J. Cole Featuring Missy Elliott,Nobody's Perfect,2012-10-01,rap-song,J.+Cole+Nobody's+Perfect
705,Meek Mill Featuring Drake,Amen,2012-10-01,rap-song,Meek+Mill+Amen
706,"Wale Featuring Rick Ross, Meek Mill & T-Pain",Bag Of Money,2012-10-01,rap-song,Wale+Bag+Of+Money
707,50 Cent Featuring Dr. Dre & Alicia Keys,New Day,2012-10-01,rap-song,50+Cent+New+Day
708,DJ Khaled,Take It To The Head,2012-10-01,rap-song,DJ+Khaled+Take+It+To+The+Head
709,Young Jeezy Featuring Ne-Yo,Leave You Alone,2012-10-01,rap-song,Young+Jeezy+Leave+You+Alone
710,Mykko Montana Featuring K-Camp,Do It,2012-10-01,rap-song,Mykko+Montana+Do+It
711,T.I.,Go Get It,2012-10-01,rap-song,T.I.+Go+Get+It
712,DJ Khaled Featuring Kanye West & Rick Ross,I Wish You Would,2012-10-01,rap-song,DJ+Khaled+I+Wish+You+Would
713,Clyde Carson Featuring The Team,Slow Down,2012-10-01,rap-song,Clyde+Carson+Slow+Down
714,Chief Keef Featuring Lil Reese,I Don't Like,2012-10-01,rap-song,Chief+Keef+I+Don't+Like
715,Kirko Bangz,Drank In My Cup,2012-09-01,rap-song,Kirko+Bangz+Drank+In+My+Cup
716,Tyga,Make It Nasty,2012-09-01,rap-song,Tyga+Make+It+Nasty
717,Nicki Minaj Featuring 2 Chainz,Beez In The Trap,2012-09-01,rap-song,Nicki+Minaj+Beez+In+The+Trap
718,Drake Featuring Lil Wayne,The Motto,2012-09-01,rap-song,Drake+The+Motto
719,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",Get Low,2012-09-01,rap-song,Waka+Flocka+Flame+Get+Low
720,Rick Ross Featuring Usher,Touch'N You,2012-09-01,rap-song,Rick+Ross+Touch'N+You
721,Driicky Graham,Snap Backs & Tattoos,2012-09-01,rap-song,Driicky+Graham+Snap+Backs+&+Tattoos
722,Chris Brown Featuring Big Sean & Wiz Khalifa,Till I Die,2012-09-01,rap-song,Chris+Brown+Till+I+Die
723,Lil Wayne Featuring Big Sean,My Homies Still,2012-09-01,rap-song,Lil+Wayne+My+Homies+Still
724,Drake Featuring Rihanna,Take Care,2012-08-01,rap-song,Drake+Take+Care
725,Drake Featuring The Weeknd,Crew Love,2012-08-01,rap-song,Drake+Crew+Love
726,Tyga Featuring Lil Wayne,Faded,2012-08-01,rap-song,Tyga+Faded
727,Drake Featuring Lil Wayne,HYFR (Hell Ya F*****g Right),2012-08-01,rap-song,Drake+HYFR
728,Nicki Minaj,Starships,2012-08-01,rap-song,Nicki+Minaj+Starships
729,Flo Rida Featuring Sia,Wild Ones,2012-08-01,rap-song,Flo+Rida+Wild+Ones
730,LoveRance Featuring IamSu & Skipper or 50 Cent,UP!,2012-07-01,rap-song,LoveRance+UP!
731,Travis Porter Featuring Tyga,Ayy Ladies,2012-07-01,rap-song,Travis+Porter+Ayy+Ladies
732,Pitbull,Back In Time,2012-07-01,rap-song,Pitbull+Back+In+Time
733,Waka Flocka Flame Featuring Trey Songz,I Dont Really Care,2012-07-01,rap-song,Waka+Flocka+Flame+I+Dont+Really+Care
734,Future,Same Damn Time,2012-07-01,rap-song,Future+Same+Damn+Time
735,Fat Joe Featuring Chris Brown,Another Round,2012-06-01,rap-song,Fat+Joe+Another+Round
736,Rick Ross Featuring Drake & French Montana,Stay Schemin,2012-06-01,rap-song,Rick+Ross+Stay+Schemin
737,"E-40 With YG, iAMSU! & Problem",Function,2012-06-01,rap-song,"E-40+With+YG,+iAMSU!+Function"
738,Kendrick Lamar Featuring Dr. Dre,The Recipe,2012-06-01,rap-song,Kendrick+Lamar+The+Recipe
739,Tyga,Rack City,2012-05-01,rap-song,Tyga+Rack+City
740,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"Young, Wild & Free",2012-05-01,rap-song,"Snoop+Dogg+Young,+Wild+&+Free"
741,J. Cole Featuring Trey Songz,Can't Get Enough,2012-05-01,rap-song,J.+Cole+Can't+Get+Enough
742,Jay Z Kanye West,Ni**as in Paris,2012-05-01,rap-song,Jay+Z+Kanye+West+Ni**as+in+Paris
743,B.o.B,So Good,2012-05-01,rap-song,B.o.B+So+Good
744,Wale Featuring Miguel,Lotus Flower Bomb,2012-05-01,rap-song,Wale+Lotus+Flower+Bomb
745,Future Featuring T.I.,Magic,2012-05-01,rap-song,Future+Magic
746,Wale Featuring Lloyd,Sabotage,2012-05-01,rap-song,Wale+Sabotage
747,Drake Featuring Nicki Minaj,Make Me Proud,2012-04-01,rap-song,Drake+Make+Me+Proud
748,Diggy Featuring Jeremih,Do It Like You,2012-04-01,rap-song,Diggy+Do+It+Like+You
749,Young Jeezy Featuring 2 Chainz,SupaFreak,2012-04-01,rap-song,Young+Jeezy+SupaFreak
750,Jay Z Kanye West Featuring Frank Ocean,No Church In The Wild,2012-04-01,rap-song,Jay+Z+Kanye+West+No+Church+In+The+Wild
751,Pitbull Featuring Chris Brown,International Love,2012-04-01,rap-song,Pitbull+International+Love
752,Young Jeezy Featuring Jay-Z & Andre 3000,I Do,2012-04-01,rap-song,Young+Jeezy+I+Do
753,Big Sean Featuring Nicki Minaj,Dance (A$$),2012-03-01,rap-song,Big+Sean+Dance
754,J. Cole,Work Out,2012-03-01,rap-song,J.+Cole+Work+Out
755,Flo Rida,Good Feeling,2012-03-01,rap-song,Flo+Rida+Good+Feeling
756,Jay Z Kanye West,Gotta Have It,2012-03-01,rap-song,Jay+Z+Kanye+West+Gotta+Have+It
757,French Montana Featuring Charlie Rock,Shot Caller,2012-03-01,rap-song,French+Montana+Shot+Caller
758,Waka Flocka Flame Featuring Drake,Round Of Applause,2012-03-01,rap-song,Waka+Flocka+Flame+Round+Of+Applause
759,Rick Ross Featuring Nicki Minaj,You The Boss,2012-03-01,rap-song,Rick+Ross+You+The+Boss
760,Drake,Headlines,2012-02-01,rap-song,Drake+Headlines
761,Lil Wayne Featuring Drake,She Will,2012-02-01,rap-song,Lil+Wayne+She+Will
762,LMFAO,Sexy And I Know It,2012-02-01,rap-song,LMFAO+Sexy+And+I+Know+It
763,Meek Mill Featuring Young Chris,House Party,2012-02-01,rap-song,Meek+Mill+House+Party
764,B.o.B Featuring Lil Wayne,Strange Clouds,2012-02-01,rap-song,B.o.B+Strange+Clouds
765,Wale Featuring Jeremih & Rick Ross,That Way,2012-01-01,rap-song,Wale+That+Way
766,Nicki Minaj Featuring Rihanna,Fly,2012-01-01,rap-song,Nicki+Minaj+Fly
767,Ace Hood Featuring Chris Brown,Body 2 Body,2012-01-01,rap-song,Ace+Hood+Body+2+Body
768,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",I'm On One,2011-12-01,rap-song,DJ+Khaled+I'm+On+One
769,Big Sean Featuring Kanye West & Roscoe Dash,Marvin & Chardonnay,2011-12-01,rap-song,Big+Sean+Marvin+&+Chardonnay
770,Jay Z Kanye West Featuring Otis Redding,Otis,2011-12-01,rap-song,Jay+Z+Kanye+West+Otis
771,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",Ima Boss,2011-12-01,rap-song,Meek+Mill+Ima+Boss
772,Future,Tony Montana,2011-12-01,rap-song,Future+Tony+Montana
773,Bad Meets Evil Featuring Bruno Mars,Lighters,2011-12-01,rap-song,Bad+Meets+Evil+Lighters
774,Red Cafe Featuring Ryan Leslie & Rick Ross,Fly Together,2011-12-01,rap-song,Red+Cafe+Fly+Together
775,Roscoe Dash,Good Good Night,2011-12-01,rap-song,Roscoe+Dash+Good+Good+Night
776,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,2011-11-01,rap-song,Pitbull+Give+Me+Everything
777,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,2011-11-01,rap-song,LMFAO+Party+Rock+Anthem
778,Tyga Featuring Chris Richardson,Far Away,2011-11-01,rap-song,Tyga+Far+Away
779,T.I. Featuring Big K.R.I.T.,I'm Flexin',2011-11-01,rap-song,T.I.+I'm+Flexin'
780,New Boyz Featuring Chris Brown,Better With The Lights Off,2011-11-01,rap-song,New+Boyz+Better+With+The+Lights+Off
781,Big Sean Featuring Chris Brown,My Last,2011-11-01,rap-song,Big+Sean+My+Last
782,Nicki Minaj,Super Bass,2011-11-01,rap-song,Nicki+Minaj+Super+Bass
783,Lupe Fiasco Featuring Trey Songz,Out Of My Head,2011-10-01,rap-song,Lupe+Fiasco+Out+Of+My+Head
784,Kreayshawn,Gucci Gucci,2011-10-01,rap-song,Kreayshawn+Gucci+Gucci
785,Diggy,"Copy, Paste",2011-10-01,rap-song,"Diggy+Copy,+Paste"
786,Sean Paul Featuring Alexis Jordan,Got 2 Luv U,2011-10-01,rap-song,Sean+Paul+Got+2+Luv+U
787,Wiz Khalifa,No Sleep,2011-10-01,rap-song,Wiz+Khalifa+No+Sleep
788,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",Oh My,2011-10-01,rap-song,DJ+Drama+Oh+My
789,Wiz Khalifa Featuring Too $hort,On My Level,2011-10-01,rap-song,Wiz+Khalifa+On+My+Level
790,Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now,2011-09-01,rap-song,Chris+Brown+Look+At+Me+Now
791,Lil Wayne Featuring Rick Ross,John,2011-09-01,rap-song,Lil+Wayne+John
792,Lupe Fiasco,The Show Goes On,2011-09-01,rap-song,Lupe+Fiasco+The+Show+Goes+On
793,Tinie Tempah Featuring Wiz Khalifa,Till I'm Gone,2011-09-01,rap-song,Tinie+Tempah+Till+I'm+Gone
794,Waka Flocka Flame,No Hands,2011-09-01,rap-song,Waka+Flocka+Flame+No+Hands
795,Kanye West,All Of The Lights,2011-09-01,rap-song,Kanye+West+All+Of+The+Lights
796,Lil Wayne,How To Love,2011-08-01,rap-song,Lil+Wayne+How+To+Love
797,Wiz Khalifa,Roll Up,2011-08-01,rap-song,Wiz+Khalifa+Roll+Up
798,YC Featuring Future,Racks,2011-08-01,rap-song,YC+Racks
799,Young Jeezy Featuring Lil Wayne,Ballin',2011-08-01,rap-song,Young+Jeezy+Ballin'
800,Yo Gotti,We Can Get It On,2011-08-01,rap-song,Yo+Gotti+We+Can+Get+It+On
801,Ace Hood,Hustle Hard,2011-08-01,rap-song,Ace+Hood+Hustle+Hard
802,Nicki Minaj Featuring Drake,Moment 4 Life,2011-07-01,rap-song,Nicki+Minaj+Moment+4+Life
803,Nicki Minaj,Did It On'em,2011-07-01,rap-song,Nicki+Minaj+Did+It+On'em
804,Rick Ross Featuring Lil Wayne Or T.I.,9 Piece,2011-07-01,rap-song,Rick+Ross+9+Piece
805,Fabolous,You Be Killin Em,2011-07-01,rap-song,Fabolous+You+Be+Killin+Em
806,Travis Porter,Bring It Back,2011-07-01,rap-song,Travis+Porter+Bring+It+Back
807,Meek Mill Featuring Rick Ross,Tupac Back,2011-07-01,rap-song,Meek+Mill+Tupac+Back
808,T-Pain Featuring Joey Galaxy,Booty Wurk (One Cheek At A Time),2011-07-01,rap-song,T-Pain+Booty+Wurk
809,New Boyz Featuring The Cataracs & Dev,Backseat,2011-07-01,rap-song,New+Boyz+Backseat
810,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,2011-06-01,rap-song,Lil+Wayne+6+Foot+7+Foot
811,Diddy - Dirty Money Featuring Trey Songz,Your Love,2011-06-01,rap-song,Diddy+-+Dirty+Money+Your+Love
812,Lloyd Banks Featuring Jeremih,I Don't Deserve You,2011-06-01,rap-song,Lloyd+Banks+I+Don't+Deserve+You
813,Tinie Tempah Featuring Eric Turner,Written In The Stars,2011-06-01,rap-song,Tinie+Tempah+Written+In+The+Stars
814,Waka Flocka Flame Featuring Kebo Gotti,Grove St. Party,2011-06-01,rap-song,Waka+Flocka+Flame+Grove+St.+Party
815,Diddy - Dirty Money Featuring Skylar Grey,Coming Home,2011-05-01,rap-song,Diddy+-+Dirty+Money+Coming+Home
816,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",Welcome To My Hood,2011-05-01,rap-song,DJ+Khaled+Welcome+To+My+Hood
817,Drake Featuring Nicki Minaj,Up All Night,2011-05-01,rap-song,Drake+Up+All+Night
818,Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor,2011-05-01,rap-song,Dr.+Dre+I+Need+A+Doctor
819,Far*East Movement Featuring Ryan Tedder,Rocketeer,2011-04-01,rap-song,Far*East+Movement+Rocketeer
820,Rick Ross Featuring Drake & Chrisette Michele,Aston Martin Music,2011-04-01,rap-song,Rick+Ross+Aston+Martin+Music
821,Wiz Khalifa,Black And Yellow,2011-04-01,rap-song,Wiz+Khalifa+Black+And+Yellow
822,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),2011-04-01,rap-song,Pitbull+Hey+Baby
823,Dr. Dre Featuring Snoop Dogg & Akon,Kush,2011-04-01,rap-song,Dr.+Dre+Kush
824,Twista Featuring Chris Brown,Make A Movie,2011-04-01,rap-song,Twista+Make+A+Movie
825,Kanye West Jay Z,H*A*M,2011-04-01,rap-song,Kanye+West+Jay+Z+H*A*M
826,Lil Wayne Featuring Drake,Right Above It,2011-04-01,rap-song,Lil+Wayne+Right+Above+It
827,Mann,Buzzin',2011-03-01,rap-song,Mann+Buzzin'
828,Travis Porter,Make It Rain,2011-03-01,rap-song,Travis+Porter+Make+It+Rain
829,Drake Featuring T.I. & Swizz Beatz,Fancy,2011-03-01,rap-song,Drake+Fancy
830,Snoop Dogg,Sweat,2011-03-01,rap-song,Snoop+Dogg+Sweat
831,Far*East Movement Featuring Cataracs & Dev,Like A G6,2011-02-01,rap-song,Far*East+Movement+Like+A+G6
832,Nicki Minaj,Right Thru Me,2011-02-01,rap-song,Nicki+Minaj+Right+Thru+Me
833,Baby Bash Featuring E-40,Go Girl,2011-02-01,rap-song,Baby+Bash+Go+Girl
834,Slim Thug Featuring B.o.B,So High,2011-02-01,rap-song,Slim+Thug+So+High
835,Nelly,Just A Dream,2011-02-01,rap-song,Nelly+Just+A+Dream
836,Birdman Featuring Lil Wayne,Fire Flame,2011-02-01,rap-song,Birdman+Fire+Flame
837,Eminem Featuring Lil Wayne,No Love,2011-01-01,rap-song,Eminem+No+Love
838,Kanye West Featuring Pusha T,Runaway,2011-01-01,rap-song,Kanye+West+Runaway
839,T.I. Featuring Chris Brown,Get Back Up,2011-01-01,rap-song,T.I.+Get+Back+Up
840,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",Monster,2011-01-01,rap-song,Kanye+West+Monster
841,Gucci Mane Featuring Trey Songz,Beat It Up,2011-01-01,rap-song,Gucci+Mane+Beat+It+Up
842,Eminem Featuring Rihanna,Love The Way You Lie,2010-12-01,rap-song,Eminem+Love+The+Way+You+Lie
843,Drake Featuring Lil Wayne,Miss Me,2010-12-01,rap-song,Drake+Miss+Me
844,Flo Rida Featuring David Guetta,Club Can't Handle Me,2010-12-01,rap-song,Flo+Rida+Club+Can't+Handle+Me
845,E-40 Featuring Too $hort,Bitch,2010-12-01,rap-song,E-40+Bitch
846,Rick Ross Featuring Styles P,B.M.F. (Blowin' Money Fast),2010-12-01,rap-song,Rick+Ross+B.M.F.
847,Gucci Mane,Making Love To The Money,2010-12-01,rap-song,Gucci+Mane+Making+Love+To+The+Money
848,YG,Toot It And Boot It,2010-12-01,rap-song,YG+Toot+It+And+Boot+It
849,T.I. Featuring Keri Hilson,Got Your Back,2010-11-01,rap-song,T.I.+Got+Your+Back
850,Nicki Minaj,Your Love,2010-11-01,rap-song,Nicki+Minaj+Your+Love
851,Diddy - Dirty Money Featuring Drake,Loving You No More,2010-11-01,rap-song,Diddy+-+Dirty+Money+Loving+You+No+More
852,Dorrough,Get Big,2010-11-01,rap-song,Dorrough+Get+Big
853,Cali Swag District,Teach Me How To Dougie,2010-10-01,rap-song,Cali+Swag+District+Teach+Me+How+To+Dougie
854,New Boyz Featuring Iyaz,Break My Bank,2010-10-01,rap-song,New+Boyz+Break+My+Bank
855,B.o.B Featuring Hayley Williams,Airplanes,2010-10-01,rap-song,B.o.B+Airplanes
856,Eminem,Not Afraid,2010-10-01,rap-song,Eminem+Not+Afraid
857,Bobby Brackins Featuring Ray J,143,2010-10-01,rap-song,Bobby+Brackins+143
858,Lloyd Banks Featuring Lloyd,Any Girl,2010-10-01,rap-song,Lloyd+Banks+Any+Girl
859,Lil Wayne,I'm Single,2010-10-01,rap-song,Lil+Wayne+I'm+Single
860,will.i.am & Nicki Minaj,Check It Out,2010-10-01,rap-song,will.i.am+Check+It+Out
861,Soulja Boy Tell'em,Pretty Boy Swag,2010-10-01,rap-song,Soulja+Boy+Pretty+Boy+Swag
862,Gucci Mane Featuring Swizz Beatz,Gucci Time,2010-10-01,rap-song,Gucci+Mane+Gucci+Time
863,Travie McCoy Featuring Bruno Mars,Billionaire,2010-10-01,rap-song,Travie+McCoy+Billionaire
864,Young Jeezy Featuring Plies,Lose My Mind,2010-09-01,rap-song,Young+Jeezy+Lose+My+Mind
865,Kanye West,POWER,2010-09-01,rap-song,Kanye+West+POWER
866,Waka Flocka Flame,Hard In Da Paint,2010-09-01,rap-song,Waka+Flocka+Flame+Hard+In+Da+Paint
867,Drake,Over,2010-09-01,rap-song,Drake+Over
868,Diddy - Dirty Money Featuring T.I.,Hello Good Morning,2010-09-01,rap-song,Diddy+-+Dirty+Money+Hello+Good+Morning
869,B.o.B Featuring Bruno Mars,Nothin' On You,2010-09-01,rap-song,B.o.B+Nothin'+On+You
870,Ludacris Featuring Trey Songz,Sex Room,2010-09-01,rap-song,Ludacris+Sex+Room
871,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,2010-08-01,rap-song,DJ+Khaled+All+I+Do+Is+Win
872,Ludacris Featuring Nicki Minaj,My Chick Bad,2010-08-01,rap-song,Ludacris+My+Chick+Bad
873,J. Cole,Who Dat,2010-08-01,rap-song,J.+Cole+Who+Dat
874,T.I.,I'm Back,2010-08-01,rap-song,T.I.+I'm+Back
875,Timbaland Featuring Drake,Say Something,2010-07-01,rap-song,Timbaland+Say+Something
876,Plies,She Got It Made,2010-07-01,rap-song,Plies+She+Got+It+Made
877,Lloyd Banks Featuring Juelz Santana,"Beamer, Benz, Or Bentley",2010-07-01,rap-song,"Lloyd+Banks+Beamer,+Benz,+Or+Bentley"
878,Young Money Featuring Lloyd,BedRock,2010-07-01,rap-song,Young+Money+BedRock
879,Rick Ross Featuring Ne-Yo,Super High,2010-07-01,rap-song,Rick+Ross+Super+High
880,Young Money,Roger That,2010-06-01,rap-song,Young+Money+Roger+That
881,Young Money Featuring Gucci Mane,Steady Mobbin',2010-06-01,rap-song,Young+Money+Steady+Mobbin'
882,Roscoe Dash,Show Out,2010-06-01,rap-song,Roscoe+Dash+Show+Out
883,8Ball & MJG Featuring Young Dro,Bring It Back,2010-06-01,rap-song,8Ball+Bring+It+Back
884,Baby Bash Featuring Marty James,Fantasy Girl,2010-06-01,rap-song,Baby+Bash+Fantasy+Girl
885,Jay-Z + Mr. Hudson,Young Forever,2010-06-01,rap-song,Jay-Z+++Mr.+Hudson+Young+Forever
886,Ludacris,How Low,2010-06-01,rap-song,Ludacris+How+Low
887,New Boyz Featuring Ray J,Tie Me Down,2010-05-01,rap-song,New+Boyz+Tie+Me+Down
888,Gucci Mane,Lemonade,2010-05-01,rap-song,Gucci+Mane+Lemonade
889,Waka Flocka Flame,O Let's Do It,2010-05-01,rap-song,Waka+Flocka+Flame+O+Let's+Do+It
890,Jay-Z + Swizz Beatz,On To The Next One,2010-05-01,rap-song,Jay-Z+++Swizz+Beatz+On+To+The+Next+One
891,Fat Joe Featuring Jeezy,(HaHa) Slow Down,2010-05-01,rap-song,Fat+Joe+(HaHa)+Slow+Down
892,Jay-Z + Alicia Keys,Empire State Of Mind,2010-05-01,rap-song,Jay-Z+++Alicia+Keys+Empire+State+Of+Mind
893,Birdman Featuring Drake & Lil Wayne,4 My Town (Play Ball),2010-05-01,rap-song,Birdman+4+My+Town
894,Yo Gotti Featuring Lil Wayne,"Women Lie, Men Lie",2010-05-01,rap-song,"Yo+Gotti+Women+Lie,+Men+Lie"
895,Roscoe Dash Featuring Soulja Boy Tell'em,All The Way Turnt Up,2010-04-01,rap-song,Roscoe+Dash+All+The+Way+Turnt+Up
896,Drake,Forever,2010-04-01,rap-song,Drake+Forever
897,Birdman Featuring Lil Wayne & Drake,Money To Blow,2010-04-01,rap-song,Birdman+Money+To+Blow
898,50 Cent,Do You Think About Me,2010-04-01,rap-song,50+Cent+Do+You+Think+About+Me
899,Trina Featuring Diddy & Keri Hilson,Million Dollar Girl,2010-04-01,rap-song,Trina+Million+Dollar+Girl
900,The Party Boyz,Flex,2010-04-01,rap-song,The+Party+Boyz+Flex
901,Snoop Dogg,I Wanna Rock,2010-04-01,rap-song,Snoop+Dogg+I+Wanna+Rock
902,Pitbull Featuring Akon,Shut It Down,2010-03-01,rap-song,Pitbull+Shut+It+Down
903,Bone,Homegurl (He Gotta),2010-03-01,rap-song,Bone+Homegurl
904,Gucci Mane Featuring Usher,Spotlight,2010-03-01,rap-song,Gucci+Mane+Spotlight
905,"Jay-Z, Rihanna & Kanye West",Run This Town,2010-03-01,rap-song,"Jay-Z,+Rihanna+Run+This+Town"
906,Snoop Dogg Featuring The-Dream,Gangsta Luv,2010-03-01,rap-song,Snoop+Dogg+Gangsta+Luv
907,50 Cent Featuring Ne-Yo,Baby By Me,2010-02-01,rap-song,50+Cent+Baby+By+Me
908,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,2010-02-01,rap-song,Gucci+Mane+Wasted
909,Drake,Best I Ever Had,2010-02-01,rap-song,Drake+Best+I+Ever+Had
