,artist,track,date,chart,spotify_query
1404,Bruno Mars,Just The Way You Are,2011-07-01,hot-100,Bruno+Mars+Just+The+Way+You+Are
1405,Rihanna Featuring Britney Spears,S&M,2011-07-01,hot-100,Rihanna+S&M
1406,Taylor Swift,Mean,2011-07-01,hot-100,Taylor+Swift+Mean
1407,Jeremih Featuring 50 Cent,Down On Me,2011-07-01,hot-100,Jeremih+Down+On+Me
1408,Lady Gaga,Born This Way,2011-06-01,hot-100,Lady+Gaga+Born+This+Way
1409,Lady Gaga,Hair,2011-06-01,hot-100,Lady+Gaga+Hair
1410,Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor,2011-06-01,hot-100,Dr.+Dre+I+Need+A+Doctor
1411,Beyonce,Run The World (Girls),2011-06-01,hot-100,Beyonce+Run+The+World
1412,Sara Evans,A Little Bit Stronger,2011-06-01,hot-100,Sara+Evans+A+Little+Bit+Stronger
1413,Nicki Minaj Featuring Drake,Moment 4 Life,2011-06-01,hot-100,Nicki+Minaj+Moment+4+Life
1414,YC Featuring Future,Racks,2011-06-01,hot-100,YC+Racks
1415,Lady Gaga,Judas,2011-06-01,hot-100,Lady+Gaga+Judas
1416,Bruno Mars,Grenade,2011-06-01,hot-100,Bruno+Mars+Grenade
1417,Rascal Flatts,I Won't Let Go,2011-06-01,hot-100,Rascal+Flatts+I+Won't+Let+Go
1418,Brad Paisley Featuring Alabama,Old Alabama,2011-06-01,hot-100,Brad+Paisley+Old+Alabama
1419,New Boyz Featuring The Cataracs & Dev,Backseat,2011-06-01,hot-100,New+Boyz+Backseat
1420,Diddy - Dirty Money Featuring Skylar Grey,Coming Home,2011-05-01,hot-100,Diddy+-+Dirty+Money+Coming+Home
1421,Mike Posner Featuring Lil Wayne,Bow Chicka Wow Wow,2011-05-01,hot-100,Mike+Posner+Bow+Chicka+Wow+Wow
1422,Zac Brown Band,Colder Weather,2011-05-01,hot-100,Zac+Brown+Band+Colder+Weather
1423,Miranda Lambert,Heart Like Mine,2011-05-01,hot-100,Miranda+Lambert+Heart+Like+Mine
1424,Taio Cruz,Dynamite,2011-05-01,hot-100,Taio+Cruz+Dynamite
1425,Thompson Square,Are You Gonna Kiss Me Or Not,2011-05-01,hot-100,Thompson+Square+Are+You+Gonna+Kiss+Me+Or+Not
1426,P!nk,Raise Your Glass,2011-05-01,hot-100,P!nk+Raise+Your+Glass
1427,Keri Hilson,Pretty Girl Rock,2011-05-01,hot-100,Keri+Hilson+Pretty+Girl+Rock
1428,Enrique Iglesias Featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You),2011-05-01,hot-100,Enrique+Iglesias+Tonight
1429,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),2011-05-01,hot-100,Pitbull+Hey+Baby
1430,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,2011-05-01,hot-100,Lil+Wayne+6+Foot+7+Foot
1431,Usher,More,2011-05-01,hot-100,Usher+More
1432,Avril Lavigne,What The Hell,2011-05-01,hot-100,Avril+Lavigne+What+The+Hell
1433,Christina Perri,Jar Of Hearts,2011-05-01,hot-100,Christina+Perri+Jar+Of+Hearts
1434,Glee Cast,Get It Right,2011-04-01,hot-100,Glee+Cast+Get+It+Right
1435,Billy Currington,Let Me Down Easy,2011-04-01,hot-100,Billy+Currington+Let+Me+Down+Easy
1436,Glee Cast,Loser Like Me,2011-04-01,hot-100,Glee+Cast+Loser+Like+Me
1437,Rihanna Featuring Drake,What's My Name?,2011-04-01,hot-100,Rihanna+What's+My+Name?
1438,Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands,2011-04-01,hot-100,Waka+Flocka+Flame+No+Hands
1439,Britney Spears,Hold It Against Me,2011-04-01,hot-100,Britney+Spears+Hold+It+Against+Me
1440,Edward Maya & Vika Jigulina,Stereo Love,2011-04-01,hot-100,Edward+Maya+Stereo+Love
1441,Chris Brown,Yeah 3X,2011-04-01,hot-100,Chris+Brown+Yeah+3X
1442,Glee Cast,Blackbird,2011-04-01,hot-100,Glee+Cast+Blackbird
1443,Glee Cast,Raise Your Glass,2011-04-01,hot-100,Glee+Cast+Raise+Your+Glass
1444,Far*East Movement Featuring Ryan Tedder,Rocketeer,2011-04-01,hot-100,Far*East+Movement+Rocketeer
1445,Wiz Khalifa,Black And Yellow,2011-04-01,hot-100,Wiz+Khalifa+Black+And+Yellow
1446,Train,Marry Me,2011-04-01,hot-100,Train+Marry+Me
1447,Ke$ha,We R Who We R,2011-03-01,hot-100,Ke$ha+We+R+Who+We+R
1448,Taio Cruz Featuring Travie McCoy,Higher,2011-03-01,hot-100,Taio+Cruz+Higher
1449,Mumford & Sons,The Cave,2011-03-01,hot-100,Mumford+The+Cave
1450,Rihanna,Only Girl (In The World),2011-03-01,hot-100,Rihanna+Only+Girl
1451,The Black Eyed Peas,The Time (Dirty Bit),2011-03-01,hot-100,The+Black+Eyed+Peas+The+Time
1452,Katy Perry,Teenage Dream,2011-03-01,hot-100,Katy+Perry+Teenage+Dream
1453,Usher Featuring Pitbull,DJ Got Us Fallin' In Love,2011-03-01,hot-100,Usher+DJ+Got+Us+Fallin'+In+Love
1454,Mumford & Sons,Little Lion Man,2011-03-01,hot-100,Mumford+Little+Lion+Man
1455,Nelly,Just A Dream,2011-03-01,hot-100,Nelly+Just+A+Dream
1456,Glee Cast,Baby,2011-03-01,hot-100,Glee+Cast+Baby
1457,Glee Cast,Sing,2011-03-01,hot-100,Glee+Cast+Sing
1458,Linkin Park,Waiting For The End,2011-03-01,hot-100,Linkin+Park+Waiting+For+The+End
1459,Taylor Swift,Back To December,2011-03-01,hot-100,Taylor+Swift+Back+To+December
1460,Justin Bieber Featuring Jaden Smith,Never Say Never,2011-03-01,hot-100,Justin+Bieber+Never+Say+Never
1461,Kanye West Jay Z,H*A*M,2011-02-01,hot-100,Kanye+West+Jay+Z+H*A*M
1462,Enrique Iglesias Featuring Pitbull,I Like It,2011-02-01,hot-100,Enrique+Iglesias+I+Like+It
1463,Rick Ross Featuring Drake & Chrisette Michele,Aston Martin Music,2011-02-01,hot-100,Rick+Ross+Aston+Martin+Music
1464,Blake Shelton,Who Are You When I'm Not Looking,2011-02-01,hot-100,Blake+Shelton+Who+Are+You+When+I'm+Not+Looking
1465,Tim McGraw,Felt Good On My Lips,2011-02-01,hot-100,Tim+McGraw+Felt+Good+On+My+Lips
1466,Lil Wayne Featuring Drake,Right Above It,2011-02-01,hot-100,Lil+Wayne+Right+Above+It
1467,Plain White T's,Rhythm of Love,2011-02-01,hot-100,Plain+White+T's+Rhythm+of+Love
1468,OneRepublic,Secrets,2011-02-01,hot-100,OneRepublic+Secrets
1469,Neon Trees,Animal,2011-02-01,hot-100,Neon+Trees+Animal
1470,Mike Posner,Please Don't Go,2011-02-01,hot-100,Mike+Posner+Please+Don't+Go
1471,Kenny Chesney,Somewhere With You,2011-02-01,hot-100,Kenny+Chesney+Somewhere+With+You
1472,Flo Rida Featuring Akon,Who Dat Girl,2011-02-01,hot-100,Flo+Rida+Who+Dat+Girl
1473,Far*East Movement Featuring Cataracs & Dev,Like A G6,2011-02-01,hot-100,Far*East+Movement+Like+A+G6
1474,Trey Songz Featuring Nicki Minaj,Bottoms Up,2011-02-01,hot-100,Trey+Songz+Bottoms+Up
1475,Nicki Minaj,Right Thru Me,2011-01-01,hot-100,Nicki+Minaj+Right+Thru+Me
1476,David Guetta Featuring Kid Cudi,Memories,2011-01-01,hot-100,David+Guetta+Memories
1477,Trey Songz,Can't Be Friends,2011-01-01,hot-100,Trey+Songz+Can't+Be+Friends
1478,The Ready Set,Love Like Woe,2011-01-01,hot-100,The+Ready+Set+Love+Like+Woe
1479,Sugarland,Stuck Like Glue,2011-01-01,hot-100,Sugarland+Stuck+Like+Glue
1480,Dr. Dre Featuring Snoop Dogg & Akon,Kush,2011-01-01,hot-100,Dr.+Dre+Kush
1481,Eminem Featuring Rihanna,Love The Way You Lie,2011-01-01,hot-100,Eminem+Love+The+Way+You+Lie
1482,Jason Aldean,My Kinda Party,2011-01-01,hot-100,Jason+Aldean+My+Kinda+Party
1483,Michael Jackson Duet With Akon,Hold My Hand,2011-01-01,hot-100,Michael+Jackson+Akon+Hold+My+Hand
1484,Chris Brown Featuring Tyga & Kevin McCall,Deuces,2011-01-01,hot-100,Chris+Brown+Deuces
1485,Eminem Featuring Lil Wayne,No Love,2011-01-01,hot-100,Eminem+No+Love
1486,WILLOW,Whip My Hair,2011-01-01,hot-100,WILLOW+Whip+My+Hair
1487,Flo Rida Featuring David Guetta,Club Can't Handle Me,2011-01-01,hot-100,Flo+Rida+Club+Can't+Handle+Me
1488,T.I. Featuring Eminem,That's All She Wrote,2011-01-01,hot-100,T.I.+That's+All+She+Wrote
1489,Glee Cast Featuring Gwyneth Paltrow,Singing In The Rain / Umbrella,2010-12-01,hot-100,Glee+Cast+Singing+In+The+Rain+
1490,Glee Cast Featuring Gwyneth Paltrow,Forget You,2010-12-01,hot-100,Glee+Cast+Forget+You
1491,Kanye West Featuring Pusha T,Runaway,2010-12-01,hot-100,Kanye+West+Runaway
1492,Brad Paisley,Anything Like Me,2010-12-01,hot-100,Brad+Paisley+Anything+Like+Me
1493,Sean Kingston Featuring Nicki Minaj,Letting Go (Dutty Love),2010-12-01,hot-100,Sean+Kingston+Letting+Go
1494,Sara Bareilles,King Of Anything,2010-12-01,hot-100,Sara+Bareilles+King+Of+Anything
1495,Yolanda Be Cool & Dcup,We No Speak Americano,2010-12-01,hot-100,Yolanda+Be+Cool+We+No+Speak+Americano
1496,Glee Cast,Teenage Dream,2010-12-01,hot-100,Glee+Cast+Teenage+Dream
1497,Zac Brown Band Featuring Alan Jackson,As She's Walking Away,2010-12-01,hot-100,Zac+Brown+Band+As+She's+Walking+Away
1498,Taylor Swift,Mine,2010-12-01,hot-100,Taylor+Swift+Mine
1499,Ke$ha,Take It Off,2010-11-01,hot-100,Ke$ha+Take+It+Off
1500,will.i.am & Nicki Minaj,Check It Out,2010-11-01,hot-100,will.i.am+Check+It+Out
1501,Usher Featuring Jay-Z,Hot Tottie,2010-11-01,hot-100,Usher+Hot+Tottie
1502,Train,If It's Love,2010-11-01,hot-100,Train+If+It's+Love
1503,B.o.B Featuring Rivers Cuomo,Magic,2010-11-01,hot-100,B.o.B+Magic
1504,Usher Featuring will.i.am,OMG,2010-11-01,hot-100,Usher+OMG
1505,Jay Sean Featuring Nicki Minaj,2012 (It Ain't The End),2010-11-01,hot-100,Jay+Sean+2012
1506,Darius Rucker,Come Back Song,2010-11-01,hot-100,Darius+Rucker+Come+Back+Song
1507,Eminem,Not Afraid,2010-11-01,hot-100,Eminem+Not+Afraid
1508,Rodney Atkins,Farmer's Daughter,2010-11-01,hot-100,Rodney+Atkins+Farmer's+Daughter
1509,Daughtry,September,2010-11-01,hot-100,Daughtry+September
1510,Maroon 5,Misery,2010-11-01,hot-100,Maroon+5+Misery
1511,B.o.B Featuring Hayley Williams,Airplanes,2010-11-01,hot-100,B.o.B+Airplanes
1512,Shakira Featuring El Cata or Dizzee Rascal,Loca,2010-11-01,hot-100,Shakira+Loca
1513,Katy Perry Featuring Snoop Dogg,California Gurls,2010-11-01,hot-100,Katy+Perry+California+Gurls
1514,Mike Posner,Cooler Than Me,2010-11-01,hot-100,Mike+Posner+Cooler+Than+Me
1515,Drake Featuring T.I. & Swizz Beatz,Fancy,2010-11-01,hot-100,Drake+Fancy
1516,Florence + The Machine,Dog Days Are Over,2010-10-01,hot-100,Florence+++The+Machine+Dog+Days+Are+Over
1517,Jason Derulo,Ridin' Solo,2010-10-01,hot-100,Jason+Derulo+Ridin'+Solo
1518,Linkin Park,The Catalyst,2010-10-01,hot-100,Linkin+Park+The+Catalyst
1519,The Script,Breakeven,2010-10-01,hot-100,The+Script+Breakeven
1520,Uncle Kracker,Smile,2010-10-01,hot-100,Uncle+Kracker+Smile
1521,Lady Antebellum,Need You Now,2010-10-01,hot-100,Lady+Antebellum+Need+You+Now
1522,Cali Swag District,Teach Me How To Dougie,2010-10-01,hot-100,Cali+Swag+District+Teach+Me+How+To+Dougie
1523,Train,"Hey, Soul Sister",2010-10-01,hot-100,"Train+Hey,+Soul+Sister"
1524,Paramore,The Only Exception,2010-10-01,hot-100,Paramore+The+Only+Exception
1525,Nicki Minaj,Your Love,2010-10-01,hot-100,Nicki+Minaj+Your+Love
1526,Kings Of Leon,Radioactive,2010-10-01,hot-100,Kings+Of+Leon+Radioactive
1527,Drake,Find Your Love,2010-10-01,hot-100,Drake+Find+Your+Love
1528,Travie McCoy Featuring Bruno Mars,Billionaire,2010-10-01,hot-100,Travie+McCoy+Billionaire
1529,Kenny Chesney,The Boys of Fall,2010-10-01,hot-100,Kenny+Chesney+The+Boys+of+Fall
1530,Adam Lambert,If I Had You,2010-10-01,hot-100,Adam+Lambert+If+I+Had+You
1531,Drake Featuring Lil Wayne,Miss Me,2010-10-01,hot-100,Drake+Miss+Me
1532,Soulja Boy Tell'em,Pretty Boy Swag,2010-09-01,hot-100,Soulja+Boy+Pretty+Boy+Swag
1533,Lee Brice,Love Like Crazy,2010-09-01,hot-100,Lee+Brice+Love+Like+Crazy
1534,Rascal Flatts,Why Wait,2010-09-01,hot-100,Rascal+Flatts+Why+Wait
1535,Ke$ha,Your Love Is My Drug,2010-09-01,hot-100,Ke$ha+Your+Love+Is+My+Drug
1536,T.I. Featuring Keri Hilson,Got Your Back,2010-09-01,hot-100,T.I.+Got+Your+Back
1537,Billy Currington,Pretty Good At Drinkin' Beer,2010-09-01,hot-100,Billy+Currington+Pretty+Good+At+Drinkin'+Beer
1538,Taio Cruz Featuring Ludacris,Break Your Heart,2010-09-01,hot-100,Taio+Cruz+Break+Your+Heart
1539,La Roux,Bulletproof,2010-09-01,hot-100,La+Roux+Bulletproof
1540,Lady Gaga,Alejandro,2010-09-01,hot-100,Lady+Gaga+Alejandro
1541,Shontelle,Impossible,2010-09-01,hot-100,Shontelle+Impossible
1542,John Mayer,Half Of My Heart,2010-09-01,hot-100,John+Mayer+Half+Of+My+Heart
1543,Usher,There Goes My Baby,2010-09-01,hot-100,Usher+There+Goes+My+Baby
1544,Alicia Keys,Un-Thinkable (I'm Ready),2010-08-01,hot-100,Alicia+Keys+Un-Thinkable
1545,Carrie Underwood,Undo It,2010-08-01,hot-100,Carrie+Underwood+Undo+It
1546,3OH!3 Featuring Ke$ha,My First Kiss,2010-08-01,hot-100,3OH!3+My+First+Kiss
1547,B.o.B Featuring Bruno Mars,Nothin' On You,2010-08-01,hot-100,B.o.B+Nothin'+On+You
1548,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,2010-08-01,hot-100,DJ+Khaled+All+I+Do+Is+Win
1549,Jerrod Niemann,"Lover, Lover",2010-08-01,hot-100,"Jerrod+Niemann+Lover,+Lover"
1550,Jason Derulo,In My Head,2010-08-01,hot-100,Jason+Derulo+In+My+Head
1551,Michael Buble,Haven't Met You Yet,2010-08-01,hot-100,Michael+Buble+Haven't+Met+You+Yet
1552,Ciara Featuring Ludacris,Ride,2010-08-01,hot-100,Ciara+Ride
1553,Diddy - Dirty Money Featuring T.I.,Hello Good Morning,2010-08-01,hot-100,Diddy+-+Dirty+Money+Hello+Good+Morning
1554,Justin Bieber Featuring Usher,Somebody To Love,2010-08-01,hot-100,Justin+Bieber+Somebody+To+Love
1555,Selena Gomez & The Scene,Round & Round,2010-08-01,hot-100,Selena+Gomez+Round+&+Round
1556,Zac Brown Band,Free,2010-08-01,hot-100,Zac+Brown+Band+Free
1557,David Guetta & Chris Willis Featuring Fergie & LMFAO,Gettin' Over You,2010-08-01,hot-100,David+Guetta+Gettin'+Over+You
1558,Drake Featuring Nicki Minaj,Up All Night,2010-07-01,hot-100,Drake+Up+All+Night
1559,Miley Cyrus,Can't Be Tamed,2010-07-01,hot-100,Miley+Cyrus+Can't+Be+Tamed
1560,Jay-Z + Mr. Hudson,Young Forever,2010-07-01,hot-100,Jay-Z+++Mr.+Hudson+Young+Forever
1561,The Black Eyed Peas,Rock That Body,2010-07-01,hot-100,The+Black+Eyed+Peas+Rock+That+Body
1562,Lady Gaga,Bad Romance,2010-07-01,hot-100,Lady+Gaga+Bad+Romance
1563,Rihanna,Rude Boy,2010-07-01,hot-100,Rihanna+Rude+Boy
1564,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),2010-07-01,hot-100,Shakira+Waka+Waka
1565,Brad Paisley,Water,2010-07-01,hot-100,Brad+Paisley+Water
1566,Luke Bryan,Rain Is A Good Thing,2010-07-01,hot-100,Luke+Bryan+Rain+Is+A+Good+Thing
1567,Ludacris Featuring Nicki Minaj,My Chick Bad,2010-07-01,hot-100,Ludacris+My+Chick+Bad
1568,The Black Eyed Peas,I Gotta Feeling,2010-07-01,hot-100,The+Black+Eyed+Peas+I+Gotta+Feeling
1569,Adam Lambert,Whataya Want From Me,2010-07-01,hot-100,Adam+Lambert+Whataya+Want+From+Me
1570,Timbaland Featuring Katy Perry,If We Ever Meet Again,2010-07-01,hot-100,Timbaland+If+We+Ever+Meet+Again
1571,Ke$ha,TiK ToK,2010-07-01,hot-100,Ke$ha+TiK+ToK
1572,Jaron And The Long Road To Love,Pray For You,2010-07-01,hot-100,Jaron+And+The+Long+Road+To+Love+Pray+For+You
1573,Lady Gaga Featuring Beyonce,Telephone,2010-07-01,hot-100,Lady+Gaga+Telephone
1574,Nickelback,This Afternoon,2010-07-01,hot-100,Nickelback+This+Afternoon
1575,Drake,Over,2010-07-01,hot-100,Drake+Over
1576,Miranda Lambert,The House That Built Me,2010-07-01,hot-100,Miranda+Lambert+The+House+That+Built+Me
1577,"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",I Made It (Cash Money Heroes),2010-07-01,hot-100,Kevin+Rudolf+I+Made+It
1578,Sean Kingston & Justin Bieber,Eenie Meenie,2010-06-01,hot-100,Sean+Kingston+Eenie+Meenie
1579,Glee Cast Featuring Neil Patrick Harris,Dream On,2010-06-01,hot-100,Glee+Cast+Dream+On
1580,The Black Eyed Peas,Imma Be,2010-06-01,hot-100,The+Black+Eyed+Peas+Imma+Be
1581,Joe Nichols,Gimmie That Girl,2010-06-01,hot-100,Joe+Nichols+Gimmie+That+Girl
1582,3OH!3,Touchin On My,2010-06-01,hot-100,3OH!3+Touchin+On+My
1583,Young Jeezy Featuring Plies,Lose My Mind,2010-06-01,hot-100,Young+Jeezy+Lose+My+Mind
1584,Usher Featuring Plies,Hey Daddy (Daddy's Home),2010-06-01,hot-100,Usher+Hey+Daddy
1585,OneRepublic,All The Right Moves,2010-06-01,hot-100,OneRepublic+All+The+Right+Moves
1586,Justin Bieber Featuring Ludacris,Baby,2010-06-01,hot-100,Justin+Bieber+Baby
1587,Timbaland Featuring Justin Timberlake,Carry Out,2010-06-01,hot-100,Timbaland+Carry+Out
1588,Trey Songz Featuring Fabolous,Say Aah,2010-06-01,hot-100,Trey+Songz+Say+Aah
1589,Glee Cast Featuring Idina Menzel,I Dreamed A Dream,2010-06-01,hot-100,Glee+Cast+I+Dreamed+A+Dream
1590,Jamie Foxx Featuring Justin Timberlake & T .I.,Winner,2010-06-01,hot-100,Jamie+Foxx+Winner
1591,Christina Aguilera,Not Myself Tonight,2010-05-01,hot-100,Christina+Aguilera+Not+Myself+Tonight
1592,Young Money Featuring Lloyd,BedRock,2010-05-01,hot-100,Young+Money+BedRock
1593,Lady Antebellum,American Honey,2010-05-01,hot-100,Lady+Antebellum+American+Honey
1594,Ludacris,How Low,2010-05-01,hot-100,Ludacris+How+Low
1595,Orianthi,According To You,2010-05-01,hot-100,Orianthi+According+To+You
1596,Trey Songz,Neighbors Know My Name,2010-05-01,hot-100,Trey+Songz+Neighbors+Know+My+Name
1597,Glee Cast,Hello Goodbye,2010-05-01,hot-100,Glee+Cast+Hello+Goodbye
1598,Monica,Everything To Me,2010-05-01,hot-100,Monica+Everything+To+Me
1599,John Mayer,Heartbreak Warfare,2010-05-01,hot-100,John+Mayer+Heartbreak+Warfare
1600,Usher Featuring Nicki Minaj,Lil Freak,2010-05-01,hot-100,Usher+Lil+Freak
1601,Zac Brown Band,Highway 20 Ride,2010-05-01,hot-100,Zac+Brown+Band+Highway+20+Ride
1602,Spose,I'm Awesome,2010-05-01,hot-100,Spose+I'm+Awesome
1603,Kris Allen,Live Like We're Dying,2010-05-01,hot-100,Kris+Allen+Live+Like+We're+Dying
1604,Iyaz,Solo,2010-05-01,hot-100,Iyaz+Solo
1605,David Guetta Featuring Akon,Sexy Chick,2010-05-01,hot-100,David+Guetta+Sexy+Chick
1606,Selena Gomez & The Scene,Naturally,2010-05-01,hot-100,Selena+Gomez+Naturally
1607,Glee Cast Featuring Jonathan Groff,Hello,2010-05-01,hot-100,Glee+Cast+Hello
1608,Timbaland Featuring Drake,Say Something,2010-05-01,hot-100,Timbaland+Say+Something
1609,Glee Cast,Gives You Hell,2010-05-01,hot-100,Glee+Cast+Gives+You+Hell
1610,Justin Bieber,U Smile,2010-04-01,hot-100,Justin+Bieber+U+Smile
1611,New Boyz Featuring Ray J,Tie Me Down,2010-04-01,hot-100,New+Boyz+Tie+Me+Down
1612,Ke$ha Featuring 3OH!3,Blah Blah Blah,2010-04-01,hot-100,Ke$ha+Blah+Blah+Blah
1613,Iyaz,Replay,2010-04-01,hot-100,Iyaz+Replay
1614,Easton Corbin,A Little More Country Than That,2010-04-01,hot-100,Easton+Corbin+A+Little+More+Country+Than+That
1615,Josh Turner,Why Don't We Just Dance,2010-04-01,hot-100,Josh+Turner+Why+Don't+We+Just+Dance
1616,Jason Derulo,Whatcha Say,2010-04-01,hot-100,Jason+Derulo+Whatcha+Say
1617,Owl City,Fireflies,2010-04-01,hot-100,Owl+City+Fireflies
1618,Taylor Swift,You Belong With Me,2010-04-01,hot-100,Taylor+Swift+You+Belong+With+Me
1619,T.I.,I'm Back,2010-04-01,hot-100,T.I.+I'm+Back
1620,Blake Shelton Featuring Trace Adkins,Hillbilly Bone,2010-04-01,hot-100,Blake+Shelton+Hillbilly+Bone
1621,Carrie Underwood,Temporary Home,2010-04-01,hot-100,Carrie+Underwood+Temporary+Home
1622,Jay Sean Featuring Lil Wayne,Down,2010-04-01,hot-100,Jay+Sean+Down
1623,Daughtry,Life After You,2010-04-01,hot-100,Daughtry+Life+After+You
1624,Jay-Z + Alicia Keys,Empire State Of Mind,2010-04-01,hot-100,Jay-Z+++Alicia+Keys+Empire+State+Of+Mind
1625,Taylor Swift,Today Was A Fairytale,2010-04-01,hot-100,Taylor+Swift+Today+Was+A+Fairytale
1626,Artists For Haiti,We Are The World 25: For Haiti,2010-03-01,hot-100,Artists+For+Haiti+We+Are+The+World+25:+For+Haiti
1627,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,2010-03-01,hot-100,Jay+Sean+Do+You+Remember
1628,Rihanna Featuring Jeezy,Hard,2010-03-01,hot-100,Rihanna+Hard
1629,Lady Gaga,Paparazzi,2010-03-01,hot-100,Lady+Gaga+Paparazzi
1630,Melanie Fiona,It Kills Me,2010-03-01,hot-100,Melanie+Fiona+It+Kills+Me
1631,Miley Cyrus,Party In The U.S.A.,2010-03-01,hot-100,Miley+Cyrus+Party+In+The+U.S.A.
1632,Alicia Keys,Try Sleeping With A Broken Heart,2010-03-01,hot-100,Alicia+Keys+Try+Sleeping+With+A+Broken+Heart
1633,Kings Of Leon,Use Somebody,2010-03-01,hot-100,Kings+Of+Leon+Use+Somebody
1634,The Black Eyed Peas,Meet Me Halfway,2010-03-01,hot-100,The+Black+Eyed+Peas+Meet+Me+Halfway
1635,Kelly Clarkson,Already Gone,2010-03-01,hot-100,Kelly+Clarkson+Already+Gone
1636,Jay-Z + Swizz Beatz,On To The Next One,2010-03-01,hot-100,Jay-Z+++Swizz+Beatz+On+To+The+Next+One
1637,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever,2010-03-01,hot-100,Drake+Forever
1638,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,2010-03-01,hot-100,Boys+Like+Girls+Two+Is+Better+Than+One
1639,"Jay-Z, Bono, The Edge & Rihanna",Stranded (Haiti Mon Amour),2010-02-01,hot-100,"Jay-Z,+Bono,+The+Edge+Stranded"
1640,Miranda Lambert,White Liar,2010-02-01,hot-100,Miranda+Lambert+White+Liar
1641,Justin Timberlake & Matt Morris Featuring Charlie Sexton,Hallelujah,2010-02-01,hot-100,Justin+Timberlake+Hallelujah
1642,Colbie Caillat,Fallin' For You,2010-02-01,hot-100,Colbie+Caillat+Fallin'+For+You
1643,Birdman Featuring Lil Wayne & Drake,Money To Blow,2010-02-01,hot-100,Birdman+Money+To+Blow
1644,Jason Aldean,The Truth,2010-02-01,hot-100,Jason+Aldean+The+Truth
1645,Shinedown,If You Only Knew,2010-02-01,hot-100,Shinedown+If+You+Only+Knew
1646,Taylor Swift,Fifteen,2010-02-01,hot-100,Taylor+Swift+Fifteen
1647,Beyonce,Sweet Dreams,2010-02-01,hot-100,Beyonce+Sweet+Dreams
1648,Cascada,Evacuate The Dancefloor,2010-02-01,hot-100,Cascada+Evacuate+The+Dancefloor
1649,Britney Spears,3,2010-02-01,hot-100,Britney+Spears+3
1650,Eminem Featuring Dr. Dre,Hell Breaks Loose,2010-01-01,hot-100,Eminem+Hell+Breaks+Loose
1651,Snoop Dogg Featuring The-Dream,Gangsta Luv,2010-01-01,hot-100,Snoop+Dogg+Gangsta+Luv
1652,50 Cent Featuring Ne-Yo,Baby By Me,2010-01-01,hot-100,50+Cent+Baby+By+Me
1653,"Jay-Z, Rihanna & Kanye West",Run This Town,2010-01-01,hot-100,"Jay-Z,+Rihanna+Run+This+Town"
1654,Carrie Underwood,Cowboy Casanova,2010-01-01,hot-100,Carrie+Underwood+Cowboy+Casanova
1655,Shakira Featuring Lil Wayne,Give It Up To Me,2010-01-01,hot-100,Shakira+Give+It+Up+To+Me
1656,Trey Songz Featuring Drake,I Invented Sex,2010-01-01,hot-100,Trey+Songz+I+Invented+Sex
1657,Luke Bryan,Do I,2010-01-01,hot-100,Luke+Bryan+Do+I
1658,Reba,Consider Me Gone,2010-01-01,hot-100,Reba+Consider+Me+Gone
1659,Justin Bieber,One Time,2010-01-01,hot-100,Justin+Bieber+One+Time
1660,Tim McGraw,Southern Voice,2010-01-01,hot-100,Tim+McGraw+Southern+Voice
1661,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya,2010-01-01,hot-100,Chris+Brown+I+Can+Transform+Ya
1662,Leona Lewis,Happy,2009-12-01,hot-100,Leona+Lewis+Happy
1663,Zac Brown Band,Toes,2009-12-01,hot-100,Zac+Brown+Band+Toes
1664,Jesse McCartney Featuring T-Pain,Body Language,2009-12-01,hot-100,Jesse+McCartney+Body+Language
1665,Usher,Papers,2009-12-01,hot-100,Usher+Papers
1666,Kenny Chesney With Dave Matthews,I'm Alive,2009-12-01,hot-100,Kenny+Chesney+With+Dave+Matthews+I'm+Alive
1667,Mariah Carey,Obsessed,2009-12-01,hot-100,Mariah+Carey+Obsessed
1668,Michael Franti & Spearhead Featuring Cherine Anderson,Say Hey (I Love You),2009-12-01,hot-100,Michael+Franti+Say+Hey
1669,Mario Featuring Gucci Mane & Sean Garrett,Break Up,2009-12-01,hot-100,Mario+Break+Up
1670,Pitbull,Hotel Room Service,2009-12-01,hot-100,Pitbull+Hotel+Room+Service
1671,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,2009-12-01,hot-100,Gucci+Mane+Wasted
1672,Glee Cast,Lean On Me,2009-12-01,hot-100,Glee+Cast+Lean+On+Me
1673,Rihanna,Russian Roulette,2009-12-01,hot-100,Rihanna+Russian+Roulette
1674,Adam Lambert,Time For Miracles,2009-11-01,hot-100,Adam+Lambert+Time+For+Miracles
