,artist,track,date,chart,spotify_query,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
277,Young Thug Featuring Future,Relationship,2017-11-01,rap-song,Young+Thug+Relationship,0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,audio_features,25oOaleife6E2MIKmFkPvg,spotify:track:25oOaleife6E2MIKmFkPvg,https://api.spotify.com/v1/tracks/25oOaleife6E2MIKmFkPvg,https://api.spotify.com/v1/audio-analysis/25oOaleife6E2MIKmFkPvg,215307,4
278,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,2017-11-01,rap-song,2+Chainz+It's+A+Vibe,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,audio_features,6H0AwSQ20mo62jGlPGB8S6,spotify:track:6H0AwSQ20mo62jGlPGB8S6,https://api.spotify.com/v1/tracks/6H0AwSQ20mo62jGlPGB8S6,https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6,210200,4
279,Kodak Black,Transportin',2017-11-01,rap-song,Kodak+Black+Transportin',0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,audio_features,1WIZiOuNO3woKfdlSK2gNn,spotify:track:1WIZiOuNO3woKfdlSK2gNn,https://api.spotify.com/v1/tracks/1WIZiOuNO3woKfdlSK2gNn,https://api.spotify.com/v1/audio-analysis/1WIZiOuNO3woKfdlSK2gNn,169345,4
280,Kendrick Lamar Featuring Rihanna,Loyalty.,2017-10-01,rap-song,Kendrick+Lamar+Loyalty.,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,audio_features,6SwRhMLwNqEi6alNPVG00n,spotify:track:6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,227360,4
281,Kendrick Lamar,Humble.,2017-10-01,rap-song,Kendrick+Lamar+Humble.,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,audio_features,7KXjTSCq5nL1LoYtL7XAwS,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,177000,4
282,Lil Uzi Vert,XO TOUR Llif3,2017-10-01,rap-song,Lil+Uzi+Vert+XO+TOUR+Llif3,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
283,Lil Uzi Vert,Sauce It Up,2017-10-01,rap-song,Lil+Uzi+Vert+Sauce+It+Up,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,audio_features,1uL78kFWxhz3umTMWJu8n5,spotify:track:1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/tracks/1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/audio-analysis/1uL78kFWxhz3umTMWJu8n5,207039,4
284,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,2017-10-01,rap-song,A+Boogie+Wit+da+Hoodie+Drowning,0.665,0.328,5,-8.948,0,0.0955,0.833,0.913,0.1,0.42,129.015,audio_features,3Qo6vYuxxvDmMGhlbUeJ8p,spotify:track:3Qo6vYuxxvDmMGhlbUeJ8p,https://api.spotify.com/v1/tracks/3Qo6vYuxxvDmMGhlbUeJ8p,https://api.spotify.com/v1/audio-analysis/3Qo6vYuxxvDmMGhlbUeJ8p,226297,4
285,YFN Lucci Featuring PnB Rock,Everyday We Lit,2017-09-01,rap-song,YFN+Lucci+Everyday+We+Lit,0.758,0.646,7,-4.701,1,0.112,0.128,0.0,0.0778,0.589,155.955,audio_features,4PzovBqgnSHKd8opsP7IVM,spotify:track:4PzovBqgnSHKd8opsP7IVM,https://api.spotify.com/v1/tracks/4PzovBqgnSHKd8opsP7IVM,https://api.spotify.com/v1/audio-analysis/4PzovBqgnSHKd8opsP7IVM,197171,4
286,Post Malone Featuring Quavo,Congratulations,2017-09-01,rap-song,Post+Malone+Congratulations,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
287,Future,Mask Off,2017-09-01,rap-song,Future+Mask+Off,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
288,Playboi Carti,Magnolia,2017-09-01,rap-song,Playboi+Carti+Magnolia,0.791,0.581,11,-7.323,0,0.286,0.0113,0.0,0.35,0.438,162.99,audio_features,1e1JKLEDKP7hEQzJfNAgPl,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/tracks/1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/audio-analysis/1e1JKLEDKP7hEQzJfNAgPl,181812,4
289,Kendrick Lamar,DNA.,2017-09-01,rap-song,Kendrick+Lamar+DNA.,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,audio_features,6HZILIRieu8S0iqY8kIKhj,spotify:track:6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,185947,4
290,Kodak Black,Patty Cake,2017-09-01,rap-song,Kodak+Black+Patty+Cake,0.806,0.77,1,-6.464,0,0.19,0.0252,0.0,0.0645,0.406,152.094,audio_features,0bXFIF7iL17TYLyx8JHziM,spotify:track:0bXFIF7iL17TYLyx8JHziM,https://api.spotify.com/v1/tracks/0bXFIF7iL17TYLyx8JHziM,https://api.spotify.com/v1/audio-analysis/0bXFIF7iL17TYLyx8JHziM,198110,4
291,Tee Grizzley,First Day Out,2017-09-01,rap-song,Tee+Grizzley+First+Day+Out,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,audio_features,3muBQDekYAg7jm6hDu6R0Z,spotify:track:3muBQDekYAg7jm6hDu6R0Z,https://api.spotify.com/v1/tracks/3muBQDekYAg7jm6hDu6R0Z,https://api.spotify.com/v1/audio-analysis/3muBQDekYAg7jm6hDu6R0Z,254694,4
292,Migos Featuring Gucci Mane,Slippery,2017-09-01,rap-song,Migos+Slippery,0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967,audio_features,6p8NuHm8uCGnn2Dtbtf7zE,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,https://api.spotify.com/v1/tracks/6p8NuHm8uCGnn2Dtbtf7zE,https://api.spotify.com/v1/audio-analysis/6p8NuHm8uCGnn2Dtbtf7zE,304041,4
293,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,2017-09-01,rap-song,Meek+Mill+Whatever+You+Need,0.519,0.57,1,-7.366,1,0.202,0.0254,0.0,0.0821,0.317,164.155,audio_features,6yMxfx9wpiuhhdb8vHDVMu,spotify:track:6yMxfx9wpiuhhdb8vHDVMu,https://api.spotify.com/v1/tracks/6yMxfx9wpiuhhdb8vHDVMu,https://api.spotify.com/v1/audio-analysis/6yMxfx9wpiuhhdb8vHDVMu,205373,4
294,Ayo & Teo,Rolex,2017-08-01,rap-song,Ayo+Rolex,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,audio_features,0pSBuHjILhNEo55xK1zrRt,spotify:track:0pSBuHjILhNEo55xK1zrRt,https://api.spotify.com/v1/tracks/0pSBuHjILhNEo55xK1zrRt,https://api.spotify.com/v1/audio-analysis/0pSBuHjILhNEo55xK1zrRt,238587,4
295,JAY-Z,4:44,2017-08-01,rap-song,JAY-Z+4:44,0.261,0.852,9,-4.965,1,0.158,0.139,4.26e-05,0.477,0.431,177.997,audio_features,1gT5TGwbkkkUliNzHRIGi1,spotify:track:1gT5TGwbkkkUliNzHRIGi1,https://api.spotify.com/v1/tracks/1gT5TGwbkkkUliNzHRIGi1,https://api.spotify.com/v1/audio-analysis/1gT5TGwbkkkUliNzHRIGi1,284493,4
296,JAY-Z,The Story Of O.J.,2017-08-01,rap-song,JAY-Z+The+Story+Of+O.J.,0.741,0.718,7,-5.823,1,0.415,0.283,2.21e-06,0.23,0.576,165.848,audio_features,6JpN5w95em8SODPiM7W2PH,spotify:track:6JpN5w95em8SODPiM7W2PH,https://api.spotify.com/v1/tracks/6JpN5w95em8SODPiM7W2PH,https://api.spotify.com/v1/audio-analysis/6JpN5w95em8SODPiM7W2PH,231760,4
297,French Montana Featuring The Weeknd & Max B,A Lie,2017-08-01,rap-song,French+Montana+A+Lie,0.516,0.792,1,-5.38,0,0.216,0.0235,0.0,0.404,0.524,121.189,audio_features,1vVNlXi8gf8tZ7OhnEs4VE,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,https://api.spotify.com/v1/tracks/1vVNlXi8gf8tZ7OhnEs4VE,https://api.spotify.com/v1/audio-analysis/1vVNlXi8gf8tZ7OhnEs4VE,226790,5
298,KYLE Featuring Lil Yachty,iSpy,2017-07-01,rap-song,KYLE+iSpy,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,audio_features,2EEeOnHehOozLq4aS0n6SL,spotify:track:2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/audio-analysis/2EEeOnHehOozLq4aS0n6SL,253107,4
299,Kodak Black,Tunnel Vision,2017-07-01,rap-song,Kodak+Black+Tunnel+Vision,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
300,Migos,T-Shirt,2017-07-01,rap-song,Migos+T-Shirt,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,audio_features,7KOlJ92bu51cltsD9KU5I7,spotify:track:7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,242407,4
301,Drake Featuring Quavo & Travis Scott,Portland,2017-07-01,rap-song,Drake+Portland,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,audio_features,2bjwRfXMk4uRgOD9IBYl9h,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,236615,4
302,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,2017-07-01,rap-song,Playboi+Carti+Wokeuplikethis*,0.785,0.62,8,-6.668,1,0.254,0.0138,0.0,0.15,0.478,78.476,audio_features,59J5nzL1KniFHnU120dQzt,spotify:track:59J5nzL1KniFHnU120dQzt,https://api.spotify.com/v1/tracks/59J5nzL1KniFHnU120dQzt,https://api.spotify.com/v1/audio-analysis/59J5nzL1KniFHnU120dQzt,235535,4
303,XXXTENTACION,Look At Me!,2017-07-01,rap-song,XXXTENTACION+Look+At+Me!,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,audio_features,7floNISpH8VF4z4459Qo18,spotify:track:7floNISpH8VF4z4459Qo18,https://api.spotify.com/v1/tracks/7floNISpH8VF4z4459Qo18,https://api.spotify.com/v1/audio-analysis/7floNISpH8VF4z4459Qo18,126346,4
304,DJ Khaled Featuring Drake,To The Max,2017-07-01,rap-song,DJ+Khaled+To+The+Max,0.461,0.812,10,-5.776,0,0.241,0.0184,0.000375,0.21,0.72,159.869,audio_features,2of5xn0GU0TdFneR1saRLH,spotify:track:2of5xn0GU0TdFneR1saRLH,https://api.spotify.com/v1/tracks/2of5xn0GU0TdFneR1saRLH,https://api.spotify.com/v1/audio-analysis/2of5xn0GU0TdFneR1saRLH,193902,4
305,Gucci Mane Featuring Drake,Both,2017-07-01,rap-song,Gucci+Mane+Both,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,audio_features,5tFep7dXGd7vEJ668wTPux,spotify:track:5tFep7dXGd7vEJ668wTPux,https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux,https://api.spotify.com/v1/audio-analysis/5tFep7dXGd7vEJ668wTPux,190312,4
306,Rae Sremmurd,Swang,2017-06-01,rap-song,Rae+Sremmurd+Swang,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,audio_features,6mapJIPnQ23RTAevUoE0DL,spotify:track:6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,208120,4
307,Kendrick Lamar,Element.,2017-06-01,rap-song,Kendrick+Lamar+Element.,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891,audio_features,1EaKU4dMbesXXd3BrLCtYG,spotify:track:1EaKU4dMbesXXd3BrLCtYG,https://api.spotify.com/v1/tracks/1EaKU4dMbesXXd3BrLCtYG,https://api.spotify.com/v1/audio-analysis/1EaKU4dMbesXXd3BrLCtYG,208733,4
308,Calvin Harris Featuring Future & Khalid,Rollin,2017-06-01,rap-song,Calvin+Harris+Rollin,0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002,audio_features,3FDrI0FLKzrYQiWxPhqV2W,spotify:track:3FDrI0FLKzrYQiWxPhqV2W,https://api.spotify.com/v1/tracks/3FDrI0FLKzrYQiWxPhqV2W,https://api.spotify.com/v1/audio-analysis/3FDrI0FLKzrYQiWxPhqV2W,272667,4
309,Migos Featuring Lil Uzi Vert,Bad And Boujee,2017-05-01,rap-song,Migos+Bad+And+Boujee,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,audio_features,4Km5HrUvYTaSUfiSGPJeQR,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,343150,4
310,Big Sean,Bounce Back,2017-05-01,rap-song,Big+Sean+Bounce+Back,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,audio_features,0SGkqnVQo9KPytSri1H6cF,spotify:track:0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,222360,4
311,Kendrick Lamar,Yah.,2017-05-01,rap-song,Kendrick+Lamar+Yah.,0.67,0.7,1,-7.893,1,0.196,0.576,5.34e-06,0.226,0.648,69.986,audio_features,4BHSjbYylfOH5WAGusDyni,spotify:track:4BHSjbYylfOH5WAGusDyni,https://api.spotify.com/v1/tracks/4BHSjbYylfOH5WAGusDyni,https://api.spotify.com/v1/audio-analysis/4BHSjbYylfOH5WAGusDyni,160293,4
312,Kendrick Lamar Featuring U2,XXX.,2017-05-01,rap-song,Kendrick+Lamar+XXX.,0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,audio_features,4iYRa2btalAzPZoSYfROqF,spotify:track:4iYRa2btalAzPZoSYfROqF,https://api.spotify.com/v1/tracks/4iYRa2btalAzPZoSYfROqF,https://api.spotify.com/v1/audio-analysis/4iYRa2btalAzPZoSYfROqF,254200,4
313,Kendrick Lamar,Feel.,2017-05-01,rap-song,Kendrick+Lamar+Feel.,0.746,0.798,0,-8.382,1,0.349,0.137,0.0,0.139,0.553,109.968,audio_features,2LTlO3NuNVN70lp2ZbVswF,spotify:track:2LTlO3NuNVN70lp2ZbVswF,https://api.spotify.com/v1/tracks/2LTlO3NuNVN70lp2ZbVswF,https://api.spotify.com/v1/audio-analysis/2LTlO3NuNVN70lp2ZbVswF,214827,4
314,Kendrick Lamar,Pride.,2017-05-01,rap-song,Kendrick+Lamar+Pride.,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,audio_features,6IZvVAP7VPPnsGX6bvgkqg,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/tracks/6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/audio-analysis/6IZvVAP7VPPnsGX6bvgkqg,275253,4
315,Kendrick Lamar,Lust.,2017-05-01,rap-song,Kendrick+Lamar+Lust.,0.678,0.562,3,-9.197,0,0.508,0.193,0.0,0.104,0.566,94.241,audio_features,06FCvd7rrRcF3DdvWH5Isp,spotify:track:06FCvd7rrRcF3DdvWH5Isp,https://api.spotify.com/v1/tracks/06FCvd7rrRcF3DdvWH5Isp,https://api.spotify.com/v1/audio-analysis/06FCvd7rrRcF3DdvWH5Isp,307880,4
316,Travis Scott,Goosebumps,2017-05-01,rap-song,Travis+Scott+Goosebumps,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4
317,Kendrick Lamar,Fear.,2017-05-01,rap-song,Kendrick+Lamar+Fear.,0.588,0.479,1,-7.039,1,0.281,0.604,7.2e-06,0.527,0.434,150.414,audio_features,23luOrEVHMfoX0AhfbQuS6,spotify:track:23luOrEVHMfoX0AhfbQuS6,https://api.spotify.com/v1/tracks/23luOrEVHMfoX0AhfbQuS6,https://api.spotify.com/v1/audio-analysis/23luOrEVHMfoX0AhfbQuS6,460573,4
318,Kendrick Lamar,Blood.,2017-05-01,rap-song,Kendrick+Lamar+Blood.,0.357,0.238,8,-16.78,0,0.265,0.142,0.0859,0.55,0.494,156.907,audio_features,1n4jwRVXdkK2U34nBDUKKT,spotify:track:1n4jwRVXdkK2U34nBDUKKT,https://api.spotify.com/v1/tracks/1n4jwRVXdkK2U34nBDUKKT,https://api.spotify.com/v1/audio-analysis/1n4jwRVXdkK2U34nBDUKKT,118067,4
319,Drake,Fake Love,2017-04-01,rap-song,Drake+Fake+Love,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,audio_features,343YBumqHu19cGoGARUTsd,spotify:track:343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/audio-analysis/343YBumqHu19cGoGARUTsd,210937,4
320,Machine Gun Kelly x Camila Cabello,Bad Things,2017-04-01,rap-song,Machine+Gun+Kelly+x+Camila+Cabello+Bad+Things,0.677,0.297,2,-8.646,1,0.0601,0.71,0.0,0.188,0.719,137.762,audio_features,3XjqLgDutxuGWZlZU1yisE,spotify:track:3XjqLgDutxuGWZlZU1yisE,https://api.spotify.com/v1/tracks/3XjqLgDutxuGWZlZU1yisE,https://api.spotify.com/v1/audio-analysis/3XjqLgDutxuGWZlZU1yisE,243597,4
321,"Nicki Minaj, Drake & Lil Wayne",No Frauds,2017-04-01,rap-song,"Nicki+Minaj,+Drake+No+Frauds",0.692,0.217,1,-21.176,0,0.0552,0.362,0.83,0.11,0.0625,138.956,audio_features,39ZNRzVA5mSNxgRlxn2XME,spotify:track:39ZNRzVA5mSNxgRlxn2XME,https://api.spotify.com/v1/tracks/39ZNRzVA5mSNxgRlxn2XME,https://api.spotify.com/v1/audio-analysis/39ZNRzVA5mSNxgRlxn2XME,276259,4
322,PnB Rock,Selfish,2017-04-01,rap-song,PnB+Rock+Selfish,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981,audio_features,2xbI8Vmyv3TkpTdywpPyNw,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,https://api.spotify.com/v1/tracks/2xbI8Vmyv3TkpTdywpPyNw,https://api.spotify.com/v1/audio-analysis/2xbI8Vmyv3TkpTdywpPyNw,245604,4
323,J. Cole,Deja Vu,2017-04-01,rap-song,J.+Cole+Deja+Vu,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,audio_features,6I6NX6tjGsxFAsIfGzY9lJ,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,https://api.spotify.com/v1/tracks/6I6NX6tjGsxFAsIfGzY9lJ,https://api.spotify.com/v1/audio-analysis/6I6NX6tjGsxFAsIfGzY9lJ,264747,4
324,Future Featuring The Weeknd,Comin Out Strong,2017-04-01,rap-song,Future+Comin+Out+Strong,0.628,0.481,1,-7.775,1,0.475,0.29,0.0,0.118,0.33,108.761,audio_features,1B87ZDrD3Pno9hS4stamWO,spotify:track:1B87ZDrD3Pno9hS4stamWO,https://api.spotify.com/v1/tracks/1B87ZDrD3Pno9hS4stamWO,https://api.spotify.com/v1/audio-analysis/1B87ZDrD3Pno9hS4stamWO,254370,5
325,6LACK,Prblms,2017-04-01,rap-song,6LACK+Prblms,0.417,0.58,9,-4.574,1,0.207,0.0307,1.45e-06,0.179,0.139,68.58,audio_features,4AtZRwSR8BOTTQg5ihSggt,spotify:track:4AtZRwSR8BOTTQg5ihSggt,https://api.spotify.com/v1/tracks/4AtZRwSR8BOTTQg5ihSggt,https://api.spotify.com/v1/audio-analysis/4AtZRwSR8BOTTQg5ihSggt,246773,5
326,Future,Draco,2017-04-01,rap-song,Future+Draco,0.804,0.456,8,-7.44,1,0.0468,0.000668,0.0,0.31,0.165,130.014,audio_features,4GkkxswcdEt1tkSyiRzgnC,spotify:track:4GkkxswcdEt1tkSyiRzgnC,https://api.spotify.com/v1/tracks/4GkkxswcdEt1tkSyiRzgnC,https://api.spotify.com/v1/audio-analysis/4GkkxswcdEt1tkSyiRzgnC,225135,4
327,Big Sean,Moves,2017-04-01,rap-song,Big+Sean+Moves,0.812,0.522,2,-5.287,1,0.257,0.0433,0.0,0.154,0.38,75.524,audio_features,0Fv5N0cHBsl4bzCbollCAS,spotify:track:0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,142907,4
328,Nicki Minaj & Lil Wayne,Changed It,2017-04-01,rap-song,Nicki+Minaj+Changed+It,0.807,0.64,11,-8.329,0,0.399,0.628,0.0,0.115,0.649,143.98,audio_features,63NTlJWNS65JjsE3QJYr20,spotify:track:63NTlJWNS65JjsE3QJYr20,https://api.spotify.com/v1/tracks/63NTlJWNS65JjsE3QJYr20,https://api.spotify.com/v1/audio-analysis/63NTlJWNS65JjsE3QJYr20,295653,4
329,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017-04-01,rap-song,DJ+Khaled+Shining,0.768,0.807,2,-5.508,0,0.106,0.053,2.99e-06,0.214,0.575,112.001,audio_features,7Fa5UNizycSms5jP3SQD3F,spotify:track:7Fa5UNizycSms5jP3SQD3F,https://api.spotify.com/v1/tracks/7Fa5UNizycSms5jP3SQD3F,https://api.spotify.com/v1/audio-analysis/7Fa5UNizycSms5jP3SQD3F,284000,4
330,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),2017-03-01,rap-song,Zay+Hilfigerrr+Juju+On+That+Beat,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,audio_features,1lItf5ZXJc1by9SbPeljFd,spotify:track:1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,144244,4
331,Rae Sremmurd Featuring Gucci Mane,Black Beatles,2017-03-01,rap-song,Rae+Sremmurd+Black+Beatles,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,audio_features,6fujklziTHa8uoM5OQSfIo,spotify:track:6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,291893,4
332,Future Featuring Drake,Used To This,2017-03-01,rap-song,Future+Used+To+This,0.618,0.727,3,-7.224,0,0.208,0.0312,0.0,0.196,0.401,164.992,audio_features,3V8sM5OOG6YfDuDLa2IIYJ,spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,https://api.spotify.com/v1/tracks/3V8sM5OOG6YfDuDLa2IIYJ,https://api.spotify.com/v1/audio-analysis/3V8sM5OOG6YfDuDLa2IIYJ,180520,4
333,DJ Luke Nasty,OTW,2017-03-01,rap-song,DJ+Luke+Nasty+OTW,0.743,0.651,6,-5.974,1,0.0646,0.0143,0.0,0.079,0.467,82.022,audio_features,5qi7piHIt9zwTYYBnIvfNZ,spotify:track:5qi7piHIt9zwTYYBnIvfNZ,https://api.spotify.com/v1/tracks/5qi7piHIt9zwTYYBnIvfNZ,https://api.spotify.com/v1/audio-analysis/5qi7piHIt9zwTYYBnIvfNZ,219512,4
334,G-Eazy Featuring Marc E. Bassy,Some Kind Of Drug,2017-03-01,rap-song,G-Eazy+Some+Kind+Of+Drug,0.586,0.525,0,-8.968,1,0.498,0.0705,0.0,0.0729,0.491,126.51,audio_features,1Bqxj0aH5KewYHKUg1IdrF,spotify:track:1Bqxj0aH5KewYHKUg1IdrF,https://api.spotify.com/v1/tracks/1Bqxj0aH5KewYHKUg1IdrF,https://api.spotify.com/v1/audio-analysis/1Bqxj0aH5KewYHKUg1IdrF,222467,4
335,Kodak Black,Everything 1K,2017-03-01,rap-song,Kodak+Black+Everything+1K,0.517,0.61,1,-6.373,1,0.372,0.153,0.0,0.416,0.163,135.498,audio_features,6bx1Wi1KZRkynuMTYrOhFb,spotify:track:6bx1Wi1KZRkynuMTYrOhFb,https://api.spotify.com/v1/tracks/6bx1Wi1KZRkynuMTYrOhFb,https://api.spotify.com/v1/audio-analysis/6bx1Wi1KZRkynuMTYrOhFb,186593,4
336,21 Savage & Metro Boomin,No Heart,2017-03-01,rap-song,21+Savage+No+Heart,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,audio_features,4gmmRb6bZJffOOiww1JGTO,spotify:track:4gmmRb6bZJffOOiww1JGTO,https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO,https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO,235040,4
